Business Name,Customer Last Name,Customer First Name,Civic Nbr,Street,Location Latitude,Location Longitude,RFID,Capacity,Capacity Units,Color,Container Type,Manufacturer,Route 1,SeqNbr 1,Route 2,SeqNbr 2,Route 3,SeqNbr 3,Route 4,SeqNbr 4,Route 5,SeqNbr 5,Route 6,SeqNbr 6,Route 7,SeqNbr 7,Route 8,SeqNbr 8,Route 9,SeqNbr 9,Route 10,SeqNbr 10,Route 11,SeqNbr 11,Route 12,SeqNbr 12,Route 13,SeqNbr 13,Route 14,SeqNbr 14
Witherspoon Student Center,Witherspoon, Student Center,2810,Cates Ave.,35.78510122,-78.67454224,0000FRR22478062950000110,8,Yard,GREEN,DUMPSTER,WASTEQUIP,RMonMR1,44,RWedMR1,37,RFriMR1,21,MIFriMR2,6,MIMonMR2,11,MISatMR1,11,MISatMR2,11,MISunMR1,11,MISunMR2,11,MIThrMR1,11,MIThrMR2,11,MITueMR1,11,MITueMR2,11,MIWedMR2,11
Wolf Ridge,Wolf,Ridge,1910,Entrepreneur Dr.,35.7702344,-78.674088,0000FRR2247807d350000132,8,Yard,GREEN,DUMPSTER,WASTEQUIP,RFriComp1,8,,,,,,,,,,,,,,,,,,,,,,,,,,
Wolf Ridge,Wolf,Ridge,1940,Entepreneur Dr.,35.7694586,-78.672756,0000FRR226691639b0000005,4,Yard,GREEN,DUMPSTER,WASTEQUIP,RFriComp1,10,,,,,,,,,,,,,,,,,,,,,,,,,,
Wolf Ridge,Wolf,Ridge,1910,Entrepreneur Dr.,35.7702344,-78.674088,0000FRR22478062920000063,8,Yard,GREEN,DUMPSTER,WASTEQUIP,RMonMR1,27,RThrOcc1,72,MIFriMR2,32,MIMonMR2,51,MISatMR1,51,MISatMR2,51,MISunMR1,51,MISunMR2,51,MIThrMR1,51,MIThrMR2,51,MITueMR1,51,MITueMR2,51,MIWedMR2,51,,
Wolf Ridge,Wolf,Ridge,1910,Entrepreneur Dr.,35.7702344,-78.674088,0000FRR224720827f000003a,8,Yard,BROWN,DUMPSTER,WASTEQUIP,RMonWaste2,29,RWedWaste1,74,RFriWaste2,55,MIThrW2,30,,,,,,,,,,,,,,,,,,,,
Wolf Ridge,Wolf,Ridge,1940,Entepreneur Dr.,35.7694586,-78.672756,0000FRR2261c0a1840000007,8,Yard,GREEN,DUMPSTER,WASTEQUIP,RMonMR1,36,RWedMR1,27,RFriMR1,37,MIFriMR2,30,MIMonMR2,48,MISatMR1,48,MISatMR2,48,MISunMR1,48,MISunMR2,48,MIThrMR1,48,MIThrMR2,48,MITueMR1,48,MITueMR2,48,MIWedMR2,48
Wolf Ridge,Wolf,Ridge,1900,Entrepreneur Dr.,35.7701276,-78.673966,FRR29b49050a00000002,8,Yard,GREEN,DUMPSTER,WASTEQUIP,RMonMR1,37,RWedMR1,28,RFriMR1,36,MIFriMR2,31,MIMonMR2,49,MISatMR1,49,MISatMR2,49,MISunMR1,49,MISunMR2,49,MIThrMR1,49,MIThrMR2,49,MITueMR1,49,MITueMR2,49,MIWedMR2,49
Wolf Ridge,Wolf,Ridge,1900,Entrepreneur Dr.,35.7701276,-78.673966,0000FRR22607086fc0000013,8,Yard,GREEN,DUMPSTER,WASTEQUIP,RMonMR1,37,RWedMR1,28,RFriMR1,36,MIFriMR2,31,MIMonMR2,49,MISatMR1,49,MISatMR2,49,MISunMR1,49,MISunMR2,49,MIThrMR1,49,MIThrMR2,49,MITueMR1,49,MITueMR2,49,MIWedMR2,49
Wolf Ridge,Wolf,Ridge,351,Initiative Way,35.76799027,-78.67354431,0000FRR2260e0298d0000004,8,Yard,GREEN,DUMPSTER,WASTEQUIP,RMonMR1,38,RWedMR1,34,RFriMR1,34,MIFriMR2,39,MIMonMR2,59,MISatMR1,59,MISatMR2,59,MISunMR1,59,MISunMR2,59,MIThrMR1,59,MIThrMR2,59,MITueMR1,59,MITueMR2,59,MIWedMR2,59
Wolf Ridge,Wolf,Ridge,351,Initiative Way,35.76799027,-78.67354431,0000FRR2260e0298d0000003,8,Yard,BROWN,DUMPSTER,WASTEQUIP,RFriWaste2,49,RTueWaste1,53,RThrWaste2,15,RSatWaste2,143,RMonWaste2,30,MIFriW1,33,MIThrW2,37,MIFriW2,58,MIMonW1,58,MIMonW2,58,MISatW1,58,MISatW2,58,MISunW1,58,MISunW2,58
Wolf Ridge,Wolf,Ridge,1900,Entrepreneur Dr.,35.7701276,-78.673966,0000FRR225a5058190000004,8,Yard,BROWN,DUMPSTER,WASTEQUIP,RFriWaste2,57,RTueWaste1,57,RThrWaste2,17,RSatWaste2,163,RMonWaste2,28,RWedWaste1,76,MIFriW1,26,MIThrW2,29,MIFriW2,49,MIMonW1,49,MIMonW2,49,MISatW1,49,MISatW2,49,MISunW1,49
Wolf Ridge,Wolf,Ridge,1940,Entepreneur Dr.,35.7694586,-78.672756,0000FRR2261c0a1840000006,8,Yard,BROWN,DUMPSTER,WASTEQUIP,RFriWaste2,60,RTueWaste1,56,RThrWaste2,21,RSatWaste2,164,RMonWaste2,31,MIFriW1,25,MIThrW2,28,MIFriW2,48,MIMonW1,48,MIMonW2,48,MISatW1,48,MISatW2,48,MISunW1,48,MISunW2,48
Wolf Village,Wolf,Village,2770,Wolf Village Way,35.7862211,-78.686383,0000FRR224720828100000b3,10,Yard,BROWN,DUMPSTER,WASTEQUIP,RTueWaste1,5,RFriWaste2,69,RSatWaste2,85,RThrWaste1,43,RMonWaste2,3,MIFriW1,22,MIThrW2,25,MIFriW2,42,MIMonW1,42,MIMonW2,42,MISatW1,42,MISatW2,42,MISunW1,42,MISunW2,42
Wolf Village,Wolf,Village,2770,Wolf Village Way,35.7862211,-78.686383,0000FRR2253e120740000006,4,Yard,GREEN,DUMPSTER,WASTEQUIP,RFriComp1,12,,,,,,,,,,,,,,,,,,,,,,,,,,
Wolf Village,Wolf,Village,2770,Wolf Village Way,35.7862211,-78.686383,0000FRR22478062950000125,8,Yard,GREEN,DUMPSTER,WASTEQUIP,RMonMR1,35,RWedMR1,24,RFriMR1,28,MIFriMR2,27,MIMonMR2,43,MISatMR1,43,MISatMR2,43,MISunMR1,43,MISunMR2,43,MIThrMR1,43,MIThrMR2,43,MITueMR1,43,MITueMR2,43,MIWedMR2,43
Wolf Village,Wolf,Village,2750,Wolf Village Way,35.787475,-78.685676,0000FRR22478062950000127,8,Yard,GREEN,DUMPSTER,WASTEQUIP,RMonMR1,45,RWedMR1,23,RFriMR1,27,MIFriMR2,26,MIMonMR2,41,MISatMR1,41,MISatMR2,41,MISunMR1,41,MISunMR2,41,MIThrMR1,41,MIThrMR2,41,MITueMR1,41,MITueMR2,41,MIWedMR2,41
Wolf Village,Wolf,Village,2720,Wolf Village Way,35.787536,-78.684835,FRR24d2a02db50000003,4,Yard,GREEN,DUMPSTER,TOTER,RMonMR1,66,RWedMR1,5,RFriMR1,25,MIFriMR2,25,MIMonMR2,38,MISatMR1,38,MISatMR2,38,MISunMR1,38,MISunMR2,38,MIThrMR1,38,MIThrMR2,38,MITueMR1,38,MITueMR2,38,MIWedMR2,38
Wolf Village,Wolf,Village,2720,Wolf Village Way,35.787536,-78.684835,0000FRR22478062950000129,4,Yard,GREEN,DUMPSTER,TOTER,RMonMR1,67,RWedMR1,6,RFriMR1,26,MIFriMR2,24,MIMonMR2,39,MISatMR1,39,MISatMR2,39,MISunMR1,39,MISunMR2,39,MIThrMR1,39,MIThrMR2,39,MITueMR1,39,MITueMR2,39,MIWedMR2,39
Wolf Village,Wolf,Village,2750,Wolf Village Way,35.787475,-78.685676,0000FRR224720828100000b4,10,Yard,BROWN,DUMPSTER,WASTEQUIP,RFriWaste2,70,RTueWaste1,3,RWedWaste1,48,RSatWaste2,88,RThrWaste1,41,RMonWaste2,1,MIFriW1,21,MIThrW2,24,MIFriW2,40,MIMonW1,40,MIMonW2,40,MISatW1,40,MISatW2,40,MISunW1,40
Wolf Village,Wolf,Village,2720,Wolf Village Way,35.787536,-78.684835,0000FRR224720828100000b5,10,Yard,BROWN,DUMPSTER,WASTEQUIP,RFriWaste2,72,RTueWaste1,4,RWedWaste1,52,RSatWaste2,76,RThrWaste1,42,RMonWaste2,2,MIFriW1,20,MIThrW2,23,MIFriW2,38,MIMonW1,38,MIMonW2,38,MISatW1,38,MISatW2,38,MISunW1,38
Wood Residence Hall,Wood, Residence Hall,2521,Warren Carroll Dr.,35.78090141,-78.6729415,0000FRR224720828100000b7,8,Yard,BROWN,DUMPSTER,WASTEQUIP,RMonWaste2,7,RSatWaste2,12,RThrWaste1,13,RTueWaste1,63,RWedWaste1,85,RFriWaste2,78,MIFriW1,37,MIThrW2,22,MIFriW2,36,MIMonW1,36,MIMonW2,36,MISatW1,36,MISatW2,36,MISunW1,36
Wood Residence Hall,Wood, Residence Hall,2521,Warren Carroll Dr.,35.78090141,-78.6729415,0000FRR2247806295000012d,8,Yard,GREEN,DUMPSTER,WASTEQUIP,RMonMR1,49,RWedMR1,21,RFriMR1,5,MIFriMR2,23,MIMonMR2,36,MISatMR1,36,MISatMR2,36,MISunMR1,36,MISunMR2,36,MIThrMR1,36,MIThrMR2,36,MITueMR1,36,MITueMR2,36,MIWedMR2,36
Yarbrough Utilities Plant,Yarborough,Utilities Plant,2411,Yarbrough Dr.,35.78434367,-78.66739807,0000FRR224720828100000b8,8,Yard,BROWN,DUMPSTER,WASTEQUIP,RMonSpot1,10,RThrSpot1,10,,,,,,,,,,,,,,,,,,,,,,,,
Yarbrough Utilities Plant,Yarborough,Utilities Plant,2411,Yarbrough Dr.,35.78434367,-78.66739807,0000FRR224720828100000b8,8,Yard,BROWN,DUMPSTER,WASTEQUIP,RMonWaste1,19,RThrWaste1,22,,,,,,,,,,,,,,,,,,,,,,,,
Yarbrough Utilities Plant,Yarborough,Utilities Plant,2411,Yarbrough Dr.,35.78434367,-78.66739807,0000FRR224ea02a070000004,8,Yard,GREEN,DUMPSTER,WASTEQUIP,RThrOcc1,29,,,,,,,,,,,,,,,,,,,,,,,,,,
Yarbrough Utilities Plant,Yarborough,Utilities Plant,2411,Yarbrough Dr.,35.78434367,-78.66739807,0000FRR224720828100000b8,8,Yard,BROWN,DUMPSTER,WASTEQUIP,RMonSpot1,38,RThrSpot1,44,,,,,,,,,,,,,,,,,,,,,,,,
